UNIPROT,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE
F5HL35,AGAP013195,AGAP013195-PA,AGAP013195-RA,11175679,AgaP_AGAP013195,
Q7QEG4,AGAP000666,AGAP000666-PA,AGAP000666-RA,1272450,AgaP_AGAP000666,
Q5TMX4,AGAP012422,AGAP012422-PA,AGAP012422-RA,3291579,AgaP_AGAP012422,
Q5TSZ6,AGAP004432,AGAP004432-PA,AGAP004432-RA,1274575,AgaP_AGAP004432,
Q7QJ22,AGAP007211,AGAP007211-PA,AGAP007211-RA,1269920,AgaP_AGAP007211,
Q7PRI3,,,,1272678,AgaP_AGAP010364,
Q7PSR0,,,,1270829,AgaP_AGAP011098,
Q5TQH0,AGAP008154,AGAP008154-PA,AGAP008154-RA,3291664,AgaP_AGAP008154,
Q7QAJ7,AGAP003666,AGAP003666-PA,AGAP003666-RA,1274343,AgaP_AGAP003666,
Q7PS36,,,,1271910,AgaP_AGAP000348,
Q7PY29,AGAP001722,AGAP001722-PA,AGAP001722-RA,1281452,AgaP_AGAP001722,
A7UUH1,AGAP006647,AGAP006647-PA,AGAP006647-RA,1277231,AgaP_AGAP006647,
F5HJ01,AGAP013433,AGAP013433-PA,AGAP013433-RA,11176086,AgaP_AGAP013433,
Q7QG28,AGAP003716,AGAP003716-PA,AGAP003716-RA,3290886,TWF_ANOGA,
Q7Q1G1,AGAP009807,AGAP009807-PA,AGAP009807-RA,1279221,AgaP_AGAP009807,
Q5TWK5,AGAP006926,AGAP006926-PA,AGAP006926-RA,3290271,AgaP_AGAP006926,
Q7PTR7,AGAP012708,AGAP012708-PA,AGAP012708-RA,1269126,AgaP_AGAP012708,Aga.30774
Q7QHJ0,AGAP011203,AGAP011203-PA,AGAP011203-RA,1270719,AgaP_AGAP011203,
Q7Q034,AGAP012235,AGAP012235-PA,AGAP012235-RA,1280452,AgaP_AGAP012235,
Q7QBL5,AGAP003116,AGAP003116-PA,AGAP003116-RA,1273786,AgaP_AGAP003116,
Q7PP63,AGAP006037,AGAP006037-PA,AGAP006037-RA,1276707,AgaP_AGAP006037,
Q7QJ46,AGAP007266,AGAP007266-PA,AGAP007266-RA,1269885,AgaP_AGAP007266,
Q7PMW0,,,,1278440,AgaP_AGAP004783,
Q7Q369,,,,1278228,AgaP_AGAP007736,
Q7Q2X2,,,,1278317,AgaP_AGAP011384,
Q5TWE5,AGAP006722,AGAP006722-PA,AGAP006722-RA,3290215,CEC4,
Q7QG34,AGAP009477,AGAP009477-PA,AGAP009477-RA,1271433,AgaP_AGAP009477,
Q7PN32,,,,1278063,AgaP_AGAP007892,
Q7PRA0,AGAP002942,AGAP002942-PA,AGAP002942-RA,1273021,AgaP_AGAP002942,
A7URN4,AGAP007172,AGAP007172-PB,AGAP007172-RB,1269944,AgaP_AGAP007172,
A0NF41,AGAP008210,AGAP008210-PA,AGAP008210-RA,5668323,AgaP_AGAP008210,
A7UVS0,AGAP001125,AGAP001125-PA,AGAP001125-RA,5667714,GPRGR58,
Q7QCZ0,AGAP002870,AGAP002870-PA,AGAP002870-RA,1273099,AgaP_AGAP002870,
Q5TWM1,AGAP007003,AGAP007003-PA,AGAP007003-RA,3290284,AgaP_AGAP007003,
F5HM45,AGAP003997,AGAP003997-PD,AGAP003997-RD,1278819,AgaP_AGAP003997,
Q7Q3Y5,,,,1277853,AgaP_AGAP008098,
Q380C0,AGAP001176,AGAP001176-PA,AGAP001176-RA,3290428,AgaP_AGAP001176,
F5HKK3,AGAP013404,AGAP013404-PB,AGAP013404-RB,11176040,AgaP_AGAP013404,
Q7QA78,AGAP004386,AGAP004386-PA,AGAP004386-RA,1274534,AgaP_AGAP004386,
F5HJE9,AGAP000575,AGAP000575-PB,AGAP000575-RB,4576148,AgaP_AGAP000575,
Q5TUD9,AGAP010424,AGAP010424-PA,AGAP010424-RA,3291085,AgaP_AGAP010424,
Q7QI92,AGAP006733,AGAP006733-PA,AGAP006733-RA,1270326,AgaP_AGAP006733,
Q7QGP9,,,,1271110,AgaP_AGAP010848,
Q7PV74,AGAP012343,AGAP012343-PA,AGAP012343-RA,1280362,AgaP_AGAP012343,
Q7QIQ1,AGAP007006,AGAP007006-PA,AGAP007006-RA,1270096,AgaP_AGAP007006,
Q7PSR4,AGAP011279,AGAP011279-PA,AGAP011279-RA,1270651,AgaP_AGAP011279,
Q7PYQ9,AGAP002069,AGAP002069-PA,AGAP002069-RA,1281044,AgaP_AGAP002069,
Q5TT40,AGAP003701,AGAP003701-PA,AGAP003701-RA,1274374,AgaP_AGAP003698,
A7US29,AGAP000982,AGAP000982-PA,AGAP000982-RA,5666830,AgaP_AGAP000982,
Q7Q8R9,AGAP010595,AGAP010595-PA,AGAP010595-RA,1275322,AgaP_AGAP010595,
A0NC41,AGAP009372,AGAP009372-PA,AGAP009372-RA,4577952,AgaP_AGAP009372,
F5HJI6,AGAP000449,AGAP000449-PB,AGAP000449-RB,1271789,AgaP_AGAP000449,
F5HJL1,AGAP013476,AGAP013476-PA,AGAP013476-RA,11175580,AgaP_AGAP013476,
Q5TV95,AGAP003871,AGAP003871-PB,AGAP003871-RB,3290919,AgaP_AGAP003871,
O62615,AGAP010127,AGAP010127-PA,AGAP010127-RA,1279549,CPR99,
A0A1W5,,,,,,
Q5TVU2,AGAP004084,AGAP004084-PA,AGAP004084-RA,3290958,AgaP_AGAP004084,
Q7QBM6,AGAP003090,AGAP003090-PA,AGAP003090-RA,1273766,AgaP_AGAP003090,
Q7Q355,AGAP011492,AGAP011492-PA,AGAP011492-RA,1278368,AgaP_AGAP011492,
Q7PY05,AGAP001686,AGAP001686-PA,AGAP001686-RA,1281490,AgaP_AGAP001686,
Q5TNK8,,,,3291854,AgaP_AGAP008936,
Q7Q6L6,AGAP005776,AGAP005776-PA,AGAP005776-RA,1276445,PDH,
Q7Q8X4,,,,1275240,AgaP_AGAP010499,
Q7QH57,AGAP004078,AGAP004078-PA,AGAP004078-RA,1270877,AgaP_AGAP004078,
Q7PUB1,AGAP001209,AGAP001209-PA,AGAP001209-RA,1281959,AgaP_AGAP001209,
Q7QLM0,AGAP012667,AGAP012667-PA,AGAP012667-RA,1268425,AgaP_AGAP012667,
Q7QI11,AGAP000965,AGAP000965-PA,AGAP000965-RA,1270460,AgaP_AGAP000965,
Q7QFV7,AGAP003814,AGAP003814-PA,AGAP003814-RA,1271554,AgaP_AGAP003814,
Q7PDE6,AGAP012080,AGAP012080-PA,AGAP012080-RA,1280593,AgaP_AGAP012080,
Q7Q1M2,AGAP009722,AGAP009722-PA,AGAP009722-RA,1279126,AgaP_AGAP009722,
Q7Q779,AGAP005451,AGAP005451-PA,AGAP005451-RA,1276145,CPR11,
Q7PYQ6,AGAP002065,AGAP002065-PA,AGAP002065-RA,1281048,AgaP_AGAP002065,
Q7PQR5,AGAP003133,AGAP003133-PB,AGAP003133-RB,1273805,AgaP_AGAP003133,
Q7QE45,AGAP010656,AGAP010656-PA,AGAP010656-RA,1272463,AgaP_AGAP010656,
F5HLG8,AGAP004504,AGAP004504-PB,AGAP004504-RB,1274651,AgaP_AGAP004504,
Q7QG66,AGAP009522,AGAP009522-PA,AGAP009522-RA,1271382,AgaP_AGAP009522,
Q7QE88,AGAP000773,AGAP000773-PA,AGAP000773-RA,1272364,AgaP_AGAP000773,
Q7PSD1,AGAP010624,AGAP010624-PA,AGAP010624-RA,1271338,AgaP_AGAP010624,Aga.24511
A7UUC4,AGAP006550,AGAP006550-PA,AGAP006550-RA,5667218,AgaP_AGAP006550,
Q7PNT7,AGAP006098,AGAP006098-PA,AGAP006098-RA,1276771,AgaP_AGAP006098,
Q7PN46,,,,1278044,AgaP_AGAP007914,
Q7Q3D4,,,,1278137,AgaP_AGAP007822,
Q5TQC5,,,,4578011,AgaP_AGAP008342,
Q7QE77,AGAP000786,AGAP000786-PA,AGAP000786-RA,1272378,AgaP_AGAP000786,
Q7QCB6,AGAP002547,AGAP002547-PA,AGAP002547-RA,3290635,NCBP2_ANOGA,
A0NGD3,,,,4578167,AgaP_AGAP008995,
Q7Q9W9,AGAP004560,AGAP004560-PA,AGAP004560-RA,1274701,AgaP_AGAP004560,
Q7PYE6,AGAP001902,AGAP001902-PA,AGAP001902-RA,1281224,AgaP_AGAP001902,
Q7QB09,AGAP004248,AGAP004248-PA,AGAP004248-RA,1274093,GPXH3,
Q7PW77,,,,1280019,AgaP_AGAP009063,
Q7Q8J1,AGAP008601,AGAP008601-PA,AGAP008601-RA,1275453,AgaP_AGAP008601,
Q7QA79,AGAP004383,AGAP004383-PA,AGAP004383-RA,1274530,GSTD10,
Q7PWQ5,,,,1279852,AgaP_AGAP008884,
Q7PKI3,AGAP001171,AGAP001171-PA,AGAP001171-RA,1281996,GPRGR50,
A7UV09,AGAP010771,AGAP010771-PA,AGAP010771-RA,5668054,AgaP_AGAP010771,
F5HK23,AGAP012967,AGAP012967-PA,AGAP012967-RA,11175764,AgaP_AGAP012967,
Q7PNX7,AGAP006393,AGAP006393-PA,AGAP006393-RA,1277005,AgaP_AGAP006393,
Q5TVJ4,,,,3291954,AgaP_AGAP009347,
Q5TN02,AGAP012086,AGAP012086-PA,AGAP012086-RA,3291512,AgaP_AGAP012086,
Q7PRZ5,AGAP000219,AGAP000219-PA,AGAP000219-RA,1272048,AgaP_AGAP000219,
Q7QIF6,AGAP006820,AGAP006820-PA,AGAP006820-RA,1270245,AgaP_AGAP006820,
Q7PQY7,AGAP002931,AGAP002931-PB,AGAP002931-RB,1273032,AgaP_AGAP002931,
Q7QCS9,AGAP002790,AGAP002790-PA,AGAP002790-RA,1273174,AgaP_AGAP002790,
Q7QF12,AGAP000252,AGAP000252-PA,AGAP000252-RA,1272008,AgaP_AGAP000252,
Q7Q404,AGAP008127,AGAP008127-PA,AGAP008127-RA,1277829,AgaP_AGAP008127,
Q7Q3C2,,,,1278155,AgaP_AGAP007805,
Q7Q1X8,AGAP009583,AGAP009583-PC,AGAP009583-RC,1278948,AgaP_AGAP009583,
Q7QE01,AGAP010722,AGAP010722-PA,AGAP010722-RA,1272523,AgaP_AGAP010722,
F5HLI7,AGAP013254,AGAP013254-PA,AGAP013254-RA,11175686,AgaP_AGAP013254,
Q7PWF9,,,,1279943,AgaP_AGAP008981,
Q7PXN4,AGAP001490,AGAP001490-PA,AGAP001490-RA,1281681,AgaP_AGAP001490,
Q7PVE7,,,,1280267,AgaP_AGAP009304,
Q7QC70,AGAP002478,AGAP002478-PA,AGAP002478-RA,1273481,AgaP_AGAP002478,
Q7QHR0,,,,1270627,AgaP_AGAP011307,
Q5TPP1,AGAP010300,AGAP010300-PA,AGAP010300-RA,3292444,AgaP_AGAP010300,
Q7PN31,,,,1277976,ODR1,
A7US41,,,,5668029,AgaP_AGAP011094,
Q7QCZ9,AGAP002885,AGAP002885-PA,AGAP002885-RA,1273083,AgaP_AGAP002885,
Q7Q9E9,AGAP005257,AGAP005257-PA,AGAP005257-RA,1274973,AgaP_AGAP005257,
A7USE2,AGAP000021,AGAP000021-PA,AGAP000021-RA,1272255,AgaP_AGAP000021,
Q7QAN2,AGAP003612,AGAP003612-PA,AGAP003612-RA,1274275,AgaP_AGAP003612,
A0NBS2,AGAP000975,AGAP000975-PA,AGAP000975-RA,4576140,AgaP_AGAP000975,
Q7PXG2,AGAP001390,AGAP001390-PA,AGAP001390-RA,1281787,AgaP_AGAP001390,
Q7Q5H2,AGAP006441,AGAP006441-PB,AGAP006441-RB,1277049,AgaP_AGAP006441,
Q7Q938,AGAP004827,AGAP004827-PA,AGAP004827-RA,1275137,AgaP_AGAP004827,
Q5TP77,AGAP009715,AGAP009715-PA,AGAP009715-RA,3292038,AgaP_AGAP009715,
Q7Q7E9,AGAP005347,AGAP005347-PA,AGAP005347-RA,1276054,AgaP_AGAP005347,
Q380P7,AGAP001901,AGAP001901-PA,AGAP001901-RA,3290529,AgaP_AGAP001901,
Q7PRB7,AGAP002317,AGAP002317-PA,AGAP002317-RA,1273653,AgaP_AGAP002317,
Q7PWE0,,,,1279960,AgaP_AGAP009001,
Q7Q5A5,AGAP006540,AGAP006540-PA,AGAP006540-RA,1277139,AgaP_AGAP006540,
Q7QHM4,AGAP011254,AGAP011254-PA,AGAP011254-RA,1270671,AgaP_AGAP011254,
A0NC06,AGAP010903,AGAP010903-PA,AGAP010903-RA,4577591,CPFL2,
Q7Q3N0,,,,1277995,AgaP_AGAP007957,
Q7QGF7,,,,1271240,AgaP_AGAP009329,
Q7Q6W3,AGAP005636,AGAP005636-PA,AGAP005636-RA,1276323,AgaP_AGAP005636,
Q7PTE8,AGAP007042,AGAP007042-PA,AGAP007042-RA,1270060,CPR62,
A0NE63,,,,4577964,AgaP_AGAP008814,
Q7QFZ8,AGAP003755,AGAP003755-PA,AGAP003755-RA,1271491,AgaP_AGAP003755,
Q7QDN2,AGAP004664,AGAP004664-PA,AGAP004664-RA,1272715,AgaP_AGAP004664,
Q380C3,AGAP001187,AGAP001187-PA,AGAP001187-RA,3290433,AgaP_AGAP001187,
A7URE5,AGAP007402,AGAP007402-PA,AGAP007402-RA,5667039,AgaP_AGAP007402,
Q5TW28,,,,1270715,AgaP_AGAP011208,
Q7QJ13,AGAP007182,AGAP007182-PA,AGAP007182-RA,1269934,AgaP_AGAP007182,
A0NGG3,AGAP012131,AGAP012131-PA,AGAP012131-RA,4577555,AgaP_AGAP012131,
Q7QHW8,AGAP001041,AGAP001041-PB,AGAP001041-RB,1270534,AgaP_AGAP001041,
Q7Q1I9,AGAP009772,AGAP009772-PA,AGAP009772-RA,1279178,AgaP_AGAP009772,
Q7QGY1,AGAP010939,AGAP010939-PA,AGAP010939-RA,1271014,AgaP_AGAP010939,
Q7Q1P7,AGAP009688,AGAP009688-PA,AGAP009688-RA,1279077,AgaP_AGAP009688,
F5HJG0,AGAP013521,AGAP013521-PA,AGAP013521-RA,11176027,AgaP_AGAP013521,
A0NCZ7,AGAP002789,AGAP002789-PA,AGAP002789-RA,4577224,AgaP_AGAP002789,
Q7Q0U1,AGAP010163,AGAP010163-PA,AGAP010163-RA,1279582,RL38_ANOGA,
Q7QGI0,AGAP011548,AGAP011548-PA,AGAP011548-RA,1271210,AgaP_AGAP011548,
A7UTZ0,AGAP005943,AGAP005943-PA,AGAP005943-RA,1276612,AgaP_AGAP005943,
Q7QCH8,AGAP002630,AGAP002630-PA,AGAP002630-RA,1273330,AgaP_AGAP002630,
Q7Q0U8,AGAP010151,AGAP010151-PA,AGAP010151-RA,1279570,AgaP_AGAP010151,
Q7Q3T5,,,,1277915,AgaP_AGAP008035,
A7URZ7,AGAP006800,AGAP006800-PA,AGAP006800-RA,5667367,AgaP_AGAP006800,
Q7QFU0,AGAP003847,AGAP003847-PA,AGAP003847-RA,1271583,AgaP_AGAP003847,
A0NAW6,AGAP012712,AGAP012712-PA,AGAP012712-RA,4397668,AgaP_AGAP012712,
Q7PLX5,AGAP010314,AGAP010314-PA,AGAP010314-RA,1280293,AgaP_AGAP010314,Aga.15279
F5HJ87,AGAP013467,AGAP013467-PA,AGAP013467-RA,11175702,AgaP_AGAP013467,
Q7QE25,AGAP010690,AGAP010690-PA,AGAP010690-RA,1272491,AgaP_AGAP010690,
Q7Q641,AGAP006057,AGAP006057-PA,AGAP006057-RA,1276728,AgaP_AGAP006057,
A0NDZ1,AGAP010497,AGAP010497-PA,AGAP010497-RA,4577821,AgaP_AGAP010497,
Q7Q7C0,AGAP005391,AGAP005391-PA,AGAP005391-RA,1276092,AgaP_AGAP005391,
Q7Q0V4,AGAP010132,AGAP010132-PA,AGAP010132-RA,1279552,SCRBQ1,
A7US76,AGAP010862,AGAP010862-PA,AGAP010862-RA,5667944,AgaP_AGAP010862,
A0NGK1,AGAP012396,AGAP012396-PA,AGAP012396-RA,4577524,AgaP_AGAP012396,
Q7Q791,AGAP005432,AGAP005432-PA,AGAP005432-RA,1276129,AgaP_AGAP005432,
F5HJB7,AGAP013133,AGAP013133-PA,AGAP013133-RA,11175851,AgaP_AGAP013133,
Q7PM03,AGAP009616,AGAP009616-PA,AGAP009616-RA,1278990,AgaP_AGAP009616,
Q7Q8K8,,,,1275418,AgaP_AGAP008564,
Q7PQW4,AGAP002892,AGAP002892-PA,AGAP002892-RA,1273075,AgaP_AGAP002892,
Q7PY94,AGAP001801,AGAP001801-PA,AGAP001801-RA,1281314,AgaP_AGAP001801,
A0A1W5,,,,,,
Q7QGX8,AGAP010935,AGAP010935-PA,AGAP010935-RA,1271017,AgaP_AGAP010935,
Q7PN76,,,,3291638,AgaP_AGAP008024,
Q5TMY2,AGAP012406,AGAP012406-PA,AGAP012406-RA,3291575,AgaP_AGAP012406,
Q7PYG7,AGAP001932,AGAP001932-PA,AGAP001932-RA,1281192,AgaP_AGAP001932,
F5HKU2,AGAP002601,AGAP002601-PB,AGAP002601-RB,3290645,AgaP_AGAP002601,
Q7QDH5,AGAP003441,AGAP003441-PA,AGAP003441-RA,1272816,AgaP_AGAP003441,
Q7PNX9,AGAP006624,AGAP006624-PA,AGAP006624-RA,1277210,AgaP_AGAP006624,
Q7Q0Y1,AGAP010076,AGAP010076-PA,AGAP010076-RA,1279507,AgaP_AGAP010076,
Q7PW16,,,,1280074,AgaP_AGAP009122,
Q7PMQ2,AGAP010324,AGAP010324-PA,AGAP010324-RA,1278620,AgaP_AGAP010324,Aga.4929
Q7Q3U0,AGAP008044,AGAP008044-PA,AGAP008044-RA,1277908,AgaP_AGAP008044,
Q7Q190,AGAP009910,AGAP009910-PA,AGAP009910-RA,1279324,AgaP_AGAP009910,
A7USB6,AGAP009318,AGAP009318-PA,AGAP009318-RA,5668313,AgaP_AGAP009318,
A7UV03,AGAP003931,AGAP003931-PA,AGAP003931-RA,5667525,AgaP_AGAP003931,
Q7PV46,,,,1280664,AgaP_AGAP012008,
Q5TWF3,AGAP006738,AGAP006738-PA,AGAP006738-RA,3290220,AgaP_AGAP006738,
A7URT5,AGAP007005,AGAP007005-PA,AGAP007005-RA,5666963,AgaP_AGAP007005,
Q7QHC8,AGAP011131,AGAP011131-PA,AGAP011131-RA,1270795,AgaP_AGAP011131,
Q7PSN3,AGAP011220,AGAP011220-PA,AGAP011220-RA,1270705,AgaP_AGAP011220,
F5HJF8,AGAP013055,AGAP013055-PA,AGAP013055-RA,11175652,AgaP_AGAP013055,
Q7Q196,AGAP009901,AGAP009901-PA,AGAP009901-RA,1279315,AgaP_AGAP009901,
A7UUS3,AGAP007908,AGAP007908-PA,AGAP007908-RA,5668177,AgaP_AGAP007908,
Q7QK74,AGAP002184,AGAP002184-PA,AGAP002184-RA,1269372,AgaP_AGAP002184,
Q7Q3I4,,,,1278066,AgaP_AGAP007889,
Q7QAN5,AGAP003607,AGAP003607-PA,AGAP003607-RA,1274271,AgaP_AGAP003607,
A0NAX1,AGAP012704,AGAP012704-PA,AGAP012704-RA,4397589,AgaP_AGAP012704,
Q7PYB3,AGAP001856,AGAP001856-PA,AGAP001856-RA,4577060,AgaP_AGAP001856,
Q7QKD2,AGAP002270,AGAP002270-PA,AGAP002270-RA,1269288,CLIPB7,
F5HJ00,AGAP013317,AGAP013317-PA,AGAP013317-RA,11176161,AgaP_AGAP013317,
F5HM21,AGAP003914,AGAP003914-PA,AGAP003914-RA,1278739,AgaP_AGAP003914,
A7UVE2,AGAP012116,AGAP012116-PA,AGAP012116-RA,5667845,AgaP_AGAP012116,
A7UTP9,AGAP005468,AGAP005468-PA,AGAP005468-RA,3289974,AgaP_AGAP005468,
Q7PZY8,AGAP012154,AGAP012154-PA,AGAP012154-RA,1280528,AgaP_AGAP012154,
Q7QF72,AGAP000329,AGAP000329-PA,AGAP000329-RA,1271929,AgaP_AGAP000329,
Q5TVV9,,,,3291225,AgaP_AGAP011071,
Q7PZX7,AGAP012136,AGAP012136-PA,AGAP012136-RA,1280541,AgaP_AGAP012136,
Q7PUJ1,AGAP001140,AGAP001140-PA,AGAP001140-RA,1282027,AgaP_AGAP001140,
Q7PCL3,AGAP011667,AGAP011667-PA,AGAP011667-RA,1280972,AgaP_AGAP011667,
Q7QB90,AGAP004131,AGAP004131-PA,AGAP004131-RA,1273955,AgaP_AGAP004131,
Q7QEN0,AGAP000068,AGAP000068-PA,AGAP000068-RA,1272205,NFI,
Q7QJZ0,AGAP003906,AGAP003906-PA,AGAP003906-RA,1269498,AgaP_AGAP003906,
A0NH45,AGAP001438,AGAP001438-PA,AGAP001438-RA,4577202,AgaP_AGAP001438,
Q7Q6X6,AGAP005618,AGAP005618-PA,AGAP005618-RA,1276302,AgaP_AGAP005618,
Q7QGP2,AGAP010841,AGAP010841-PA,AGAP010841-RA,1271118,AgaP_AGAP010841,
Q7PYI0,AGAP001948,AGAP001948-PA,AGAP001948-RA,1281176,AgaP_AGAP001948,
Q5TUK0,AGAP010686,AGAP010686-PA,AGAP010686-RA,3291138,AgaP_AGAP010686,
Q7QI88,AGAP006720,AGAP006720-PA,AGAP006720-RA,1270338,AgaP_AGAP006720,
A0NAK7,AGAP012912,AGAP012912-PA,AGAP012912-RA,4397843,AgaP_AGAP012912,
Q5TQK2,,,,3291642,AgaP_AGAP008038,
A7URY9,AGAP006846,AGAP006846-PA,AGAP006846-RA,5667287,CPR49,
A7UUJ7,AGAP000858,AGAP000858-PA,AGAP000858-RA,5666764,AgaP_AGAP000858,
Q7PUQ2,AGAP001103,AGAP001103-PA,AGAP001103-RA,1282062,AgaP_AGAP001103,
Q7QL35,AGAP004683,AGAP004683-PA,AGAP004683-RA,1268693,AgaP_AGAP004683,Aga.30612
Q7QJR4,AGAP007625,AGAP007625-PA,AGAP007625-RA,1269604,AgaP_AGAP007625,
Q7Q9P6,AGAP005120,AGAP005120-PA,AGAP005120-RA,1274798,AgaP_AGAP005120,
Q7Q9U9,AGAP005036,AGAP005036-PA,AGAP005036-RA,1274855,AgaP_AGAP005036,
Q7PQN0,AGAP004206,AGAP004206-PA,AGAP004206-RA,1274043,AgaP_AGAP004206,
Q7QDR0,,,,1272676,AgaP_AGAP010367,
Q7PX73,AGAP001246,AGAP001246-PA,AGAP001246-RA,1281921,AgaP_AGAP001246,
A0NF16,,,,4578210,AgaP_AGAP008415,
Q5TX24,AGAP007608,AGAP007608-PA,AGAP007608-RA,3290401,AgaP_AGAP007608,
Q7PQQ9,AGAP003109,AGAP003109-PA,AGAP003109-RA,1273779,AgaP_AGAP003109,
Q7Q9B2,AGAP003344,AGAP003344-PA,AGAP003344-RA,1275021,AgaP_AGAP003344,
Q7Q8R6,AGAP010600,AGAP010600-PA,AGAP010600-RA,1275326,AgaP_AGAP010600,
A0NER8,AGAP006373,AGAP006373-PA,AGAP006373-RA,4576314,AgaP_AGAP006373,
Q7Q6M4,AGAP005765,AGAP005765-PA,AGAP005765-RA,1276435,AgaP_AGAP005765,
Q7QFT2,AGAP003856,AGAP003856-PA,AGAP003856-RA,1271593,AgaP_AGAP003856,
Q5TQ66,,,,3291621,AgaP_AGAP007960,
Q7Q9B6,AGAP003336,AGAP003336-PA,AGAP003336-RA,1275012,AgaP_AGAP003336,
A0NCF8,AGAP000594,AGAP000594-PA,AGAP000594-RA,4576127,AgaP_AGAP000594,
A0ND29,AGAP002532,AGAP002532-PA,AGAP002532-RA,4577046,AgaP_AGAP002532,
Q7QH86,,,,1270850,AgaP_AGAP011078,
F5HKP9,AGAP013087,AGAP013087-PA,AGAP013087-RA,11176004,AgaP_AGAP013087,
Q7Q001,AGAP012175,AGAP012175-PA,AGAP012175-RA,1280512,AgaP_AGAP012175,
Q5TPN5,AGAP010320,AGAP010320-PA,AGAP010320-RA,3292446,AgaP_AGAP010320,Aga.30828
Q7Q9F5,AGAP005251,AGAP005251-PA,AGAP005251-RA,1274964,AgaP_AGAP005251,
Q7Q2L9,AGAP004708,AGAP004708-PA,AGAP004708-RA,1278518,AgaP_AGAP004708,
A0NF73,,,,4578400,AgaP_AGAP007976,
Q7PJN2,AGAP004666,AGAP004666-PA,AGAP004666-RA,1278722,AgaP_AGAP004666,
Q7PGM1,AGAP002770,AGAP002770-PA,AGAP002770-RA,1273198,AgaP_AGAP002770,
Q7PE00,AGAP012890,AGAP012890-PA,AGAP012890-RA,1268291,AgaP_AGAP012890,Aga.5786
Q7QAL4,,,,1274307,AgaP_AGAP003642,
A0NE83,AGAP005021,AGAP005021-PA,AGAP005021-RA,4576284,AgaP_AGAP005021,
Q7PR48,AGAP002792,AGAP002792-PA,AGAP002792-RA,1273171,AgaP_AGAP002792,
Q7Q6Y3,AGAP005605,AGAP005605-PA,AGAP005605-RA,1276292,AgaP_AGAP005605,
Q5TQG2,,,,3291671,AgaP_AGAP008178,
Q7PYJ9,AGAP001979,AGAP001979-PA,AGAP001979-RA,1281146,SCRASP3,
Q7PMY5,AGAP011393,AGAP011393-PA,AGAP011393-RA,1278304,AgaP_AGAP011393,
Q7QCT7,AGAP002799,AGAP002799-PA,AGAP002799-RA,1273163,GNBPB3,
Q7QG78,AGAP009547,AGAP009547-PA,AGAP009547-RA,1271363,AgaP_AGAP009547,
Q7QGJ7,,,,1271189,AgaP_AGAP011569,
F5HMH4,AGAP013082,AGAP013082-PA,AGAP013082-RA,11176103,AgaP_AGAP013082,
Q5TTG3,AGAP003244,AGAP003244-PA,AGAP003244-RA,1273917,GPRGHP2,
A7UUJ6,,,,5666759,AgaP_AGAP000875,
Q8I8R6,AGAP012321,AGAP012321-PA,AGAP012321-RA,1280376,OBP26,
Q7QFC9,AGAP000412,AGAP000412-PA,AGAP000412-RA,1271832,AgaP_AGAP000412,
Q7Q7Y1,AGAP004961,AGAP004961-PA,AGAP004961-RA,1275772,AgaP_AGAP004961,
Q7PP43,AGAP005926,AGAP005926-PA,AGAP005926-RA,1276593,AgaP_AGAP005926,
Q7PZG2,,,,1280768,AgaP_AGAP011892,
F5HLG3,AGAP003711,AGAP003711-PC,AGAP003711-RC,1274390,AgaP_AGAP003711,
Q7QG42,AGAP009488,AGAP009488-PA,AGAP009488-RA,1271422,AgaP_AGAP009488,
Q7QD32,AGAP002926,AGAP002926-PA,AGAP002926-RA,1273036,AgaP_AGAP002926,
Q7Q0L6,,,,1279699,AgaP_AGAP010276,
Q7QJS0,AGAP007631,AGAP007631-PA,AGAP007631-RA,1269596,AgaP_AGAP007631,
Q7QJ54,AGAP007292,AGAP007292-PA,AGAP007292-RA,1269874,IAP3,
Q5TVM7,AGAP010852,AGAP010852-PA,AGAP010852-RA,3291185,AgaP_AGAP010852,
Q7Q3N8,AGAP007966,AGAP007966-PA,AGAP007966-RA,1277984,AgaP_AGAP007966,
Q7PYJ5,AGAP001972,AGAP001972-PA,AGAP001972-RA,1281151,AgaP_AGAP001972,
Q52P89,AGAP007087,AGAP007087-PA,AGAP007087-RA,4576546,AgaP_AGAP007087,
Q5TX99,AGAP002199,AGAP002199-PB,AGAP002199-RB,1269356,AgaP_AGAP002199,
Q7PNQ4,AGAP005691,AGAP005691-PA,AGAP005691-RA,1276364,AgaP_AGAP005691,
Q7Q2M9,AGAP004726,AGAP004726-PA,AGAP004726-RA,1278502,AgaP_AGAP004726,
Q7QIH6,AGAP006870,AGAP006870-PA,AGAP006870-RA,1270208,AgaP_AGAP006870,
Q7QG54,AGAP009512,AGAP009512-PA,AGAP009512-RA,1271398,AgaP_AGAP009512,
Q7QK84,AGAP002203,AGAP002203-PA,AGAP002203-RA,1269351,AgaP_AGAP002203,
A0A1W5,,,,,,
Q7Q544,AGAP006650,AGAP006650-PA,AGAP006650-RA,1277234,AgaP_AGAP006650,
Q7QFH1,AGAP000481,AGAP000481-PA,AGAP000481-RA,1271758,AgaP_AGAP000481,
Q7QBN3,AGAP003084,AGAP003084-PA,AGAP003084-RA,1273758,AgaP_AGAP003084,
